site,location,group,square,canopy,nets,plots,species,girth
S5,L2,G2,5,78%,,,Symplocos racemosa,16
S5,L2,G2,5,78%,,,Symplocos racemosa,18
S5,L2,G2,6,76%,,,Symplocos racemosa,0.4
S5,L2,G2,6,76%,,,Symplocos racemosa,0.4
S5,L2,G2,6,76%,,,Symplocos racemosa,0.5
S5,L2,G2,6,76%,,,Symplocos racemosa,0.5
S5,L2,G2,6,76%,,,Symplocos racemosa,0.5
S5,L2,G2,6,76%,,,Symplocos racemosa,4.5
S5,L2,G2,11,76%,,,Symplocos racemosa,18
S5,L2,G2,11,76%,,,Symplocos racemosa,0.5
S5,L2,G2,11,76%,,,Symplocos racemosa,8
S5,L2,G2,11,76%,,,Symplocos racemosa,11
S5,L2,G2,13,75%,,,Symplocos racemosa,18
S5,L2,G2,14,70%,,,Symplocos racemosa,1.8
S5,L2,G2,14,70%,,,Symplocos racemosa,22
S5,L2,G2,14,70%,,,Symplocos racemosa,9.7
S5,L2,G2,14,70%,,,Symplocos racemosa,11
S5,L2,G2,14,70%,,,Symplocos racemosa,13
S5,L2,G2,14,70%,,,Symplocos racemosa,13
S8,L1,G2,1,70%,,,Symplocos racemosa,0.4
S8,L1,G2,1,70%,,,Symplocos racemosa,1.2
S8,L1,G2,1,70%,,,Symplocos racemosa,0.6
S8,L1,G2,1,70%,,,Symplocos racemosa,3
S8,L1,G2,1,70%,,,Symplocos racemosa,0.4
S8,L1,G2,1,70%,,,Symplocos racemosa,2
S8,L1,G2,1,70%,,,Symplocos racemosa,0.5
S8,L1,G2,1,70%,,,Symplocos racemosa,0.4
S8,L1,G2,1,70%,,,Symplocos racemosa,0.4
S8,L1,G2,2,65%,,,Symplocos racemosa,0.5
S8,L1,G2,2,65%,,,Symplocos racemosa,0.5
S8,L1,G2,2,65%,,,Symplocos racemosa,0.5
S8,L1,G2,2,65%,,,Symplocos racemosa,0.6
S8,L1,G2,2,65%,,,Symplocos racemosa,0.4
S8,L1,G2,2,65%,,,Symplocos racemosa,0.4
S8,L1,G2,2,65%,,,Symplocos racemosa,0.4
S8,L1,G2,2,65%,,,Symplocos racemosa,6.4
S8,L1,G2,2,65%,,,Symplocos racemosa,0.4
S8,L1,G2,2,65%,,,Symplocos racemosa,0.5
S8,L1,G2,2,65%,,,Symplocos racemosa,0.4
S8,L1,G2,2,65%,,,Symplocos racemosa,2
S8,L1,G2,2,65%,,,Symplocos racemosa,0.5
S8,L1,G2,2,65%,,,Symplocos racemosa,0.6
S8,L1,G2,2,65%,,,Symplocos racemosa,1.2
S8,L1,G2,3,60%,,,Symplocos racemosa,0.6
S8,L1,G2,3,60%,,,Symplocos racemosa,1.3
S8,L1,G2,3,60%,,,Symplocos racemosa,1.2
S8,L1,G2,3,60%,,,Symplocos racemosa,3
S8,L1,G2,3,60%,,,Symplocos racemosa,1.2
S8,L1,G2,3,60%,,,Symplocos racemosa,1.2
S8,L1,G2,3,60%,,,Symplocos racemosa,0.5
S8,L1,G2,4,60%,,,Symplocos racemosa,2
S8,L1,G2,4,60%,,,Symplocos racemosa,0.5
S8,L1,G2,4,60%,,,Symplocos racemosa,0.5
S8,L1,G2,4,60%,,,Symplocos racemosa,1.2
S8,L1,G2,4,60%,,,Symplocos racemosa,0.5
S8,L1,G2,4,60%,,,Symplocos racemosa,0.5
S8,L1,G2,5,65%,,,Symplocos racemosa,0.4
S8,L1,G2,5,65%,,,Symplocos racemosa,0.4
S8,L1,G2,5,65%,,,Symplocos racemosa,1.1
S8,L1,G2,5,65%,,,Symplocos racemosa,0.9
S8,L1,G2,5,65%,,,Symplocos racemosa,0.5
S8,L1,G2,5,65%,,,Symplocos racemosa,0.6
S8,L1,G2,6,75%,,,Symplocos racemosa,1.2
S8,L1,G2,6,75%,,,Symplocos racemosa,1.2
S8,L1,G2,6,75%,,,Symplocos racemosa,0.4
S8,L1,G2,6,75%,,,Symplocos racemosa,0.4
S8,L1,G2,6,75%,,,Symplocos racemosa,0.5
S8,L1,G2,6,75%,,,Symplocos racemosa,0.4
S8,L1,G2,6,75%,,,Symplocos racemosa,0.6
S8,L1,G2,6,75%,,,Symplocos racemosa,1.3
S8,L1,G2,6,75%,,,Symplocos racemosa,0.9
S8,L1,G2,6,75%,,,Symplocos racemosa,10
S8,L1,G2,7,70%,,,Symplocos racemosa,69
S8,L1,G2,7,70%,,,Symplocos racemosa,40
S8,L1,G2,7,70%,,,Symplocos racemosa,0.9
S8,L1,G2,7,70%,,,Symplocos racemosa,0.9
S8,L1,G2,7,70%,,,Symplocos racemosa,1.2
S8,L1,G2,7,70%,,,Symplocos racemosa,1.2
S8,L1,G2,7,70%,,,Symplocos racemosa,1.3
S8,L1,G2,8,55%,,,Symplocos racemosa,1.2
S8,L1,G2,8,55%,,,Symplocos racemosa,0.9
S8,L1,G2,8,55%,,,Symplocos racemosa,0.4
S8,L1,G2,8,55%,,,Symplocos racemosa,0.4
S8,L1,G2,8,55%,,,Symplocos racemosa,1.2
S8,L1,G2,8,55%,,,Symplocos racemosa,2
S8,L1,G2,8,55%,,,Symplocos racemosa,2
S8,L1,G2,8,55%,,,Symplocos racemosa,1.2
S8,L1,G2,8,55%,,,Symplocos racemosa,2
S8,L1,G2,8,55%,,,Symplocos racemosa,12
S8,L1,G2,8,55%,,,Symplocos racemosa,1.2
S8,L1,G2,9,60%,,,Symplocos racemosa,1.2
S8,L1,G2,9,60%,,,Symplocos racemosa,1.2
S8,L1,G2,9,60%,,,Symplocos racemosa,0.4
S8,L1,G2,9,60%,,,Symplocos racemosa,52
S8,L1,G2,10,70%,,,Symplocos racemosa,2
S8,L1,G2,10,70%,,,Symplocos racemosa,1.6
S8,L1,G2,10,70%,,,Symplocos racemosa,1.2
S8,L1,G2,10,70%,,,Symplocos racemosa,22
S8,L1,G2,10,70%,,,Symplocos racemosa,35
S8,L1,G2,11,65%,,,Symplocos racemosa,1.5
S8,L1,G2,11,65%,,,Symplocos racemosa,0.9
S8,L1,G2,11,65%,,,Symplocos racemosa,0.4
S8,L1,G2,11,65%,,,Symplocos racemosa,0.6
S8,L1,G2,11,65%,,,Symplocos racemosa,105
S8,L1,G2,11,65%,,,Symplocos racemosa,52
S8,L1,G2,12,80%,,,Symplocos racemosa,0.4
S8,L1,G2,12,80%,,,Symplocos racemosa,0.4
S8,L1,G2,12,80%,,,Symplocos racemosa,0.4
S8,L1,G2,12,80%,,,Symplocos racemosa,1.2
S8,L1,G2,12,80%,,,Symplocos racemosa,1.2
S8,L1,G2,12,80%,,,Symplocos racemosa,1.2
S8,L1,G2,12,80%,,,Symplocos racemosa,1.2
S8,L1,G2,12,80%,,,Symplocos racemosa,90
S8,L1,G2,12,80%,,,Symplocos racemosa,0.5
S8,L1,G2,13,85%,,,Symplocos racemosa,9
S8,L1,G2,13,85%,,,Symplocos racemosa,0.9
S8,L1,G2,13,85%,,,Symplocos racemosa,0.8
S8,L1,G2,13,85%,,,Symplocos racemosa,0.5
S8,L1,G2,13,85%,,,Symplocos racemosa,0.5
S8,L1,G2,13,85%,,,Symplocos racemosa,0.9
S8,L1,G2,13,85%,,,Symplocos racemosa,30
S8,L1,G2,13,85%,,,Symplocos racemosa,0.5
S8,L1,G2,14,70%,,,Symplocos racemosa,0.5
S8,L1,G2,14,70%,,,Symplocos racemosa,0.5
S8,L1,G2,14,70%,,,Symplocos racemosa,0.4
S8,L1,G2,14,70%,,,Symplocos racemosa,0.9
S8,L1,G2,14,70%,,,Symplocos racemosa,0.5
S8,L1,G2,14,70%,,,Symplocos racemosa,0.4
S8,L1,G2,14,70%,,,Symplocos racemosa,0.4
S8,L1,G2,14,70%,,,Symplocos racemosa,0.5
S8,L1,G2,14,70%,,,Symplocos racemosa,0.4
S8,L1,G2,14,70%,,,Symplocos racemosa,15
S8,L1,G2,14,70%,,,Symplocos racemosa,0.4
S8,L1,G2,14,70%,,,Symplocos racemosa,1.5
S8,L1,G2,15,60%,,,Symplocos racemosa,1.5
S8,L1,G2,15,60%,,,Symplocos racemosa,1.2
S8,L1,G2,15,60%,,,Symplocos racemosa,1.2
S8,L1,G2,15,60%,,,Symplocos racemosa,1.2
S8,L1,G2,15,60%,,,Symplocos racemosa,0.6
S8,L1,G2,15,60%,,,Symplocos racemosa,1.3
S8,L1,G2,15,60%,,,Symplocos racemosa,0.4
S8,L1,G2,15,60%,,,Symplocos racemosa,0.5
S8,L1,G2,16,75%,,,Symplocos racemosa,1.2
S8,L1,G2,16,75%,,,Symplocos racemosa,0.5
S8,L1,G2,16,75%,,,Symplocos racemosa,0.5
S8,L1,G2,16,75%,,,Symplocos racemosa,0.5
S8,L1,G2,16,75%,,,Symplocos racemosa,2
S8,L1,G2,16,75%,,,Symplocos racemosa,1.2
S8,L1,G2,16,75%,,,Symplocos racemosa,1.2
S8,L1,G2,16,75%,,,Symplocos racemosa,0.5
S8,L1,G2,16,75%,,,Symplocos racemosa,0.5
S8,L1,G2,16,75%,,,Symplocos racemosa,0.4
S8,L1,G2,16,75%,,,Symplocos racemosa,0.4
S8,L1,G2,16,75%,,,Symplocos racemosa,0.4
S8,L1,G2,16,75%,,,Symplocos racemosa,0.4
S8,L1,G2,16,75%,,,Symplocos racemosa,0.5
S8,L1,G2,16,75%,,,Symplocos racemosa,0.5
S2,L1,G2,4,75%,,,Syzygium cumini,49
S2,L1,G2,5,78%,,,Syzygium cumini,54
S2,L1,G2,5,78%,,,Syzygium cumini,7
S2,L1,G2,5,78%,,,Syzygium cumini,16
S2,L1,G2,5,78%,,,Syzygium cumini,16
S2,L1,G2,5,78%,,,Syzygium cumini,22
S2,L1,G2,5,78%,,,Syzygium cumini,22
S2,L1,G2,5,78%,,,Syzygium cumini,25
S2,L1,G2,5,78%,,,Syzygium cumini,12
S2,L1,G2,5,78%,,,Syzygium cumini,32
S2,L1,G2,6,79%,,,Syzygium cumini,32
S2,L1,G2,10,75%,,,Syzygium cumini,60
S2,L1,G2,12,60%,,,Syzygium cumini,29
S2,L1,G2,13,65%,,,Syzygium cumini,30
S2,L1,G2,13,65%,,,Syzygium cumini,32
S2,L1,G2,13,65%,,,Syzygium cumini,9
S2,L1,G2,13,65%,,,Syzygium cumini,16
S2,L1,G2,13,65%,,,Syzygium cumini,15
S2,L1,G2,13,65%,,,Syzygium cumini,40
S2,L1,G2,13,65%,,,Syzygium cumini,8
S2,L1,G2,13,65%,,,Syzygium cumini,12
S2,L1,G2,13,65%,,,Syzygium cumini,9
S2,L1,G2,13,65%,,,Syzygium cumini,5
S2,L1,G2,13,65%,,,Syzygium cumini,36
S2,L1,G2,13,65%,,,Syzygium cumini,29
S2,L1,G2,13,65%,,,Syzygium cumini,60
S2,L1,G2,13,65%,,,Syzygium cumini,12
S2,L1,G2,13,65%,,,Syzygium cumini,5
S2,L1,G2,14,70%,,,Syzygium cumini,60
S2,L1,G2,14,70%,,,Syzygium cumini,15
S2,L1,G2,14,70%,,,Syzygium cumini,32
S8,L1,G2,2,65%,,,Syzygium cumini,65
S8,L1,G2,2,65%,,,Syzygium cumini,4
S13,L1,G2,3,30%,1 Net,0.5 plot,Syzygium gardneri,15
S13,L1,G2,8,55%,,,Syzygium gardneri,170
S18,L1,G2,9,60%,,,Syzygium gardneri,0.4
S13,L1,G2,16,50%,,,Syzygium laetum,1
S18,L1,G2,7,60%,,,Syzygium laetum,1.1
S18,L1,G2,7,60%,,,Syzygium laetum,1.1
S18,L1,G2,7,60%,,,Syzygium laetum,1.2
S18,L1,G2,7,60%,,,Syzygium laetum,1.2
S18,L1,G2,9,60%,,,Syzygium laetum,0.4
S18,L1,G2,9,60%,,,Syzygium laetum,0.4
S18,L1,G2,9,60%,,,Syzygium laetum,1.2
S18,L1,G2,9,60%,,,Syzygium laetum,1.1
S18,L1,G2,11,55%,1 Net,,Syzygium laetum,1.1
S18,L1,G2,11,55%,1 Net,,Syzygium laetum,0.5
S18,L1,G2,11,55%,1 Net,,Syzygium laetum,1.1
S18,L1,G2,12,55%,,,Syzygium laetum,1.3
S18,L1,G2,12,55%,,,Syzygium laetum,5
S18,L1,G2,12,55%,,,Syzygium laetum,1
S18,L1,G2,12,55%,,,Syzygium laetum,1
S18,L1,G2,13,57%,,,Syzygium laetum,1.1
S18,L1,G2,13,57%,,,Syzygium laetum,1.1
S18,L1,G2,13,57%,,,Syzygium laetum,0.9
S18,L1,G2,15,60%,,,Syzygium laetum,0.9
S18,L1,G2,15,60%,,,Syzygium laetum,0.9
S12,L2,G3,3,70%,,,Syzygium laetum,7
S12,L2,G3,3,70%,,,Syzygium laetum,5
S12,L2,G3,5,77%,,,Syzygium laetum,13
S12,L2,G3,5,77%,,,Syzygium laetum,6
S12,L2,G3,6,70%,,,Syzygium laetum,4
S12,L2,G3,11,85%,,,Syzygium laetum,5
S12,L2,G3,11,85%,,,Syzygium laetum,3
S12,L2,G3,11,85%,,,Syzygium laetum,4
S12,L2,G3,12,78%,1 Net,,Syzygium laetum,4
S12,L2,G3,12,78%,1 Net,,Syzygium laetum,3
S12,L2,G3,12,78%,1 Net,,Syzygium laetum,4
S12,L2,G3,12,78%,1 Net,,Syzygium laetum,4
S12,L2,G3,12,78%,1 Net,,Syzygium laetum,5
S12,L2,G3,12,78%,1 Net,,Syzygium laetum,4
S12,L2,G3,12,78%,1 Net,,Syzygium laetum,3
S12,L2,G3,12,78%,1 Net,,Syzygium laetum,4
S12,L2,G3,13,70%,,,Syzygium laetum,4
S12,L2,G3,13,70%,,,Syzygium laetum,4
S12,L2,G3,13,70%,,,Syzygium laetum,6
S12,L2,G3,13,70%,,,Syzygium laetum,3
S12,L2,G3,13,70%,,,Syzygium laetum,6
S12,L2,G3,13,70%,,,Syzygium laetum,2
S12,L2,G3,13,70%,,,Syzygium laetum,3
S12,L2,G3,13,70%,,,Syzygium laetum,4
S12,L2,G3,14,75%,,,Syzygium laetum,6
S3,L1,G2,1,60%,,,Syzygium laetum,0.6
S3,L1,G2,3,60%,,,Syzygium laetum,0.4
S3,L1,G2,12,75%,,,Syzygium laetum,2
S8,L1,G2,5,65%,,,Syzygium laetum,22
S8,L1,G2,5,65%,,,Syzygium laetum,0.4
S8,L1,G2,5,65%,,,Syzygium laetum,0.4
S8,L1,G2,5,65%,,,Syzygium laetum,0.4
S8,L1,G2,5,65%,,,Syzygium laetum,0.3
S8,L1,G2,5,65%,,,Syzygium laetum,1.2
S8,L1,G2,9,60%,,,Syzygium laetum,7
S8,L1,G2,9,60%,,,Syzygium laetum,1
S8,L1,G2,9,60%,,,Syzygium laetum,3
S8,L1,G2,9,60%,,,Syzygium laetum,1.2
S8,L1,G2,9,60%,,,Syzygium laetum,0.4
S8,L1,G2,16,75%,,,Syzygium laetum,0.5
S8,L1,G2,16,75%,,,Syzygium laetum,0.6
S8,L1,G2,16,75%,,,Syzygium laetum,0.5
S8,L1,G2,16,75%,,,Syzygium laetum,15
S8,L1,G2,16,75%,,,Syzygium laetum,1.2
S13,L1,G2,1,60%,,,Syzygium rubicundum,0.4
S13,L1,G2,1,60%,,,Syzygium rubicundum,0.3
S13,L1,G2,2,45%,,1 plot,Syzygium rubicundum,1.5
S13,L1,G2,2,45%,,1 plot,Syzygium rubicundum,1.5
S13,L1,G2,2,45%,,1 plot,Syzygium rubicundum,0.5
S13,L1,G2,2,45%,,1 plot,Syzygium rubicundum,0.5
S13,L1,G2,4,55%,,0.5 plot,Syzygium rubicundum,1
S13,L1,G2,6,70%,1 Net,,Syzygium rubicundum,91
S13,L1,G2,6,70%,1 Net,,Syzygium rubicundum,2
S13,L1,G2,6,70%,1 Net,,Syzygium rubicundum,0.2
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.6
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.6
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.6
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.6
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,7,40%,,,Syzygium rubicundum,3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,7,40%,,,Syzygium rubicundum,0.3
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,1.5
S13,L1,G2,8,55%,,,Syzygium rubicundum,1.5
S13,L1,G2,8,55%,,,Syzygium rubicundum,1.5
S13,L1,G2,8,55%,,,Syzygium rubicundum,2.5
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,1.5
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,1.5
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,8,55%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.6
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.5
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.5
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,1.2
S13,L1,G2,9,40%,,,Syzygium rubicundum,1.2
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,1.5
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,1.5
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.6
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.6
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,1.5
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.9
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.6
S13,L1,G2,9,40%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,1.5
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,1.5
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.4
S13,L1,G2,10,30%,,,Syzygium rubicundum,0.5
S13,L1,G2,11,50%,,,Syzygium rubicundum,39
S13,L1,G2,11,50%,,,Syzygium rubicundum,0.4
S13,L1,G2,11,50%,,,Syzygium rubicundum,0.5
S13,L1,G2,12,60%,,,Syzygium rubicundum,0.4
S13,L1,G2,13,50%,,,Syzygium rubicundum,5
S13,L1,G2,13,50%,,,Syzygium rubicundum,5
S13,L1,G2,13,50%,,,Syzygium rubicundum,3
S13,L1,G2,14,40%,,,Syzygium rubicundum,2
S13,L1,G2,16,50%,,,Syzygium rubicundum,0.4
